breedID,breedInfo,breedPlant,plantImprovedNum1,plantImprovedNum2,equipID1,equipID2
1720002,"개량도가 2, 0인 페퍼 나무끼리의 교배",1221002,2,0,1011002,1011002
1730002,"개량도가 3, 0인 페퍼 나무끼리의 교배",1221002,3,0,1012002,1011002
1740002,"개량도가 4, 0인 페퍼 나무끼리의 교배",1221002,4,0,1013002,1011002
1750002,"개량도가 5, 0인 페퍼 나무끼리의 교배",1221002,5,0,1014002,1011002
1760002,"개량도가 6, 0인 페퍼 나무끼리의 교배",1221002,6,0,1015002,1011002
1770002,"개량도가 7, 0인 페퍼 나무끼리의 교배",1221002,7,0,1016002,1011002
1780002,"개량도가 8, 0인 페퍼 나무끼리의 교배",1221002,8,0,1017002,1011002
1790002,"개량도가 9, 0인 페퍼 나무끼리의 교배",1221002,9,0,1018002,1011002
1711002,"개량도가 1, 1인 페퍼 나무끼리의 교배",1221002,1,1,1011002,1011002
1721002,"개량도가 2, 1인 페퍼 나무끼리의 교배",1221002,2,1,1012002,1011002
1731002,"개량도가 3, 1인 페퍼 나무끼리의 교배",1221002,3,1,1012002,1012002
1741002,"개량도가 4, 1인 페퍼 나무끼리의 교배",1221002,4,1,1013002,1012002
1751002,"개량도가 5, 1인 페퍼 나무끼리의 교배",1221002,5,1,1014002,1012002
1761002,"개량도가 6, 1인 페퍼 나무끼리의 교배",1221002,6,1,1015002,1012002
1771002,"개량도가 7, 1인 페퍼 나무끼리의 교배",1221002,7,1,1016002,1012002
1781002,"개량도가 8, 1인 페퍼 나무끼리의 교배",1221002,8,1,1017002,1012002
1791002,"개량도가 9, 1인 페퍼 나무끼리의 교배",1221002,9,1,1018002,1012002
1722002,"개량도가 2, 2인 페퍼 나무끼리의 교배",1221002,2,2,1012002,1012002
1732002,"개량도가 3, 2인 페퍼 나무끼리의 교배",1221002,3,2,1013002,1012002
1742002,"개량도가 4, 2인 페퍼 나무끼리의 교배",1221002,4,2,1013002,1013002
1752002,"개량도가 5, 2인 페퍼 나무끼리의 교배",1221002,5,2,1014002,1013002
1762002,"개량도가 6, 2인 페퍼 나무끼리의 교배",1221002,6,2,1015002,1013002
1772002,"개량도가 7, 2인 페퍼 나무끼리의 교배",1221002,7,2,1016002,1013002
1782002,"개량도가 8, 2인 페퍼 나무끼리의 교배",1221002,8,2,1017002,1013002
1792002,"개량도가 9, 2인 페퍼 나무끼리의 교배",1221002,9,2,1018002,1013002
1733002,"개량도가 3, 3인 페퍼 나무끼리의 교배",1221002,3,3,1013002,1013002
1743002,"개량도가 4, 3인 페퍼 나무끼리의 교배",1221002,4,3,1014002,1013002
1753002,"개량도가 5, 3인 페퍼 나무끼리의 교배",1221002,5,3,1014002,1014002
1763002,"개량도가 6, 3인 페퍼 나무끼리의 교배",1221002,6,3,1015002,1014002
1773002,"개량도가 7, 3인 페퍼 나무끼리의 교배",1221002,7,3,1016002,1014002
1783002,"개량도가 8, 3인 페퍼 나무끼리의 교배",1221002,8,3,1017002,1014002
1793002,"개량도가 9, 3인 페퍼 나무끼리의 교배",1221002,9,3,1018002,1014002
1744002,"개량도가 4, 4인 페퍼 나무끼리의 교배",1221002,4,4,1014002,1014002
1754002,"개량도가 5, 4인 페퍼 나무끼리의 교배",1221002,5,4,1015002,1014002
1764002,"개량도가 6, 4인 페퍼 나무끼리의 교배",1221002,6,4,1015002,1015002
1774002,"개량도가 7, 4인 페퍼 나무끼리의 교배",1221002,7,4,1016002,1015002
1784002,"개량도가 8, 4인 페퍼 나무끼리의 교배",1221002,8,4,1017002,1015002
1794002,"개량도가 9, 4인 페퍼 나무끼리의 교배",1221002,9,4,1018002,1015002
1755002,"개량도가 5, 5인 페퍼 나무끼리의 교배",1221002,5,5,1015002,1015002
1765002,"개량도가 6, 5인 페퍼 나무끼리의 교배",1221002,6,5,1016002,1015002
1775002,"개량도가 7, 5인 페퍼 나무끼리의 교배",1221002,7,5,1016002,1016002
1785002,"개량도가 8, 5인 페퍼 나무끼리의 교배",1221002,8,5,1017002,1016002
1795002,"개량도가 9, 5인 페퍼 나무끼리의 교배",1221002,9,5,1018002,1016002
1766002,"개량도가 6, 6인 페퍼 나무끼리의 교배",1221002,6,6,1016002,1016002
1776002,"개량도가 7, 6인 페퍼 나무끼리의 교배",1221002,7,6,1017002,1016002
1786002,"개량도가 8, 6인 페퍼 나무끼리의 교배",1221002,8,6,1017002,1017002
1796002,"개량도가 9, 6인 페퍼 나무끼리의 교배",1221002,9,6,1018002,1017002
1777002,"개량도가 7, 7인 페퍼 나무끼리의 교배",1221002,7,7,1017002,1017002
1787002,"개량도가 8, 7인 페퍼 나무끼리의 교배",1221002,8,7,1018002,1017002
1797002,"개량도가 9, 7인 페퍼 나무끼리의 교배",1221002,9,7,1018002,1018002
1788002,"개량도가 8, 8인 페퍼 나무끼리의 교배",1221002,8,8,1018002,1018002
1798002,"개량도가 9, 8인 페퍼 나무끼리의 교배",1221002,9,8,1018002,1018002
1799002,"개량도가 9, 9인 페퍼 나무끼리의 교배",1221002,9,9,1019002,1019002
1700003,"개량도가 0, 0인 코코넛 나무끼리의 교배",1222003,0,0,1010003,1010003
1710003,"개량도가 1, 0인 코코넛 나무끼리의 교배",1222003,1,0,1011003,1010003
1720003,"개량도가 2, 0인 코코넛 나무끼리의 교배",1222003,2,0,1011003,1011003
1730003,"개량도가 3, 0인 코코넛 나무끼리의 교배",1222003,3,0,1012003,1011003
1740003,"개량도가 4, 0인 코코넛 나무끼리의 교배",1222003,4,0,1013003,1011003
1750003,"개량도가 5, 0인 코코넛 나무끼리의 교배",1222003,5,0,1014003,1011003
1760003,"개량도가 6, 0인 코코넛 나무끼리의 교배",1222003,6,0,1015003,1011003
1770003,"개량도가 7, 0인 코코넛 나무끼리의 교배",1222003,7,0,1016003,1011003
1780003,"개량도가 8, 0인 코코넛 나무끼리의 교배",1222003,8,0,1017003,1011003
1790003,"개량도가 9, 0인 코코넛 나무끼리의 교배",1222003,9,0,1018003,1011003
1711003,"개량도가 1, 1인 코코넛 나무끼리의 교배",1222003,1,1,1011003,1011003
1721003,"개량도가 2, 1인 코코넛 나무끼리의 교배",1222003,2,1,1012003,1011003
1731003,"개량도가 3, 1인 코코넛 나무끼리의 교배",1222003,3,1,1012003,1012003
1741003,"개량도가 4, 1인 코코넛 나무끼리의 교배",1222003,4,1,1013003,1012003
1751003,"개량도가 5, 1인 코코넛 나무끼리의 교배",1222003,5,1,1014003,1012003
1761003,"개량도가 6, 1인 코코넛 나무끼리의 교배",1222003,6,1,1015003,1012003
1771003,"개량도가 7, 1인 코코넛 나무끼리의 교배",1222003,7,1,1016003,1012003
1781003,"개량도가 8, 1인 코코넛 나무끼리의 교배",1222003,8,1,1017003,1012003
1791003,"개량도가 9, 1인 코코넛 나무끼리의 교배",1222003,9,1,1018003,1012003
1722003,"개량도가 2, 2인 코코넛 나무끼리의 교배",1222003,2,2,1012003,1012003
1732003,"개량도가 3, 2인 코코넛 나무끼리의 교배",1222003,3,2,1013003,1012003
1742003,"개량도가 4, 2인 코코넛 나무끼리의 교배",1222003,4,2,1013003,1013003
1752003,"개량도가 5, 2인 코코넛 나무끼리의 교배",1222003,5,2,1014003,1013003
1762003,"개량도가 6, 2인 코코넛 나무끼리의 교배",1222003,6,2,1015003,1013003
1772003,"개량도가 7, 2인 코코넛 나무끼리의 교배",1222003,7,2,1016003,1013003
1782003,"개량도가 8, 2인 코코넛 나무끼리의 교배",1222003,8,2,1017003,1013003
1792003,"개량도가 9, 2인 코코넛 나무끼리의 교배",1222003,9,2,1018003,1013003
1733003,"개량도가 3, 3인 코코넛 나무끼리의 교배",1222003,3,3,1013003,1013003
1743003,"개량도가 4, 3인 코코넛 나무끼리의 교배",1222003,4,3,1014003,1013003
1753003,"개량도가 5, 3인 코코넛 나무끼리의 교배",1222003,5,3,1014003,1014003
1763003,"개량도가 6, 3인 코코넛 나무끼리의 교배",1222003,6,3,1015003,1014003
1773003,"개량도가 7, 3인 코코넛 나무끼리의 교배",1222003,7,3,1016003,1014003
1783003,"개량도가 8, 3인 코코넛 나무끼리의 교배",1222003,8,3,1017003,1014003
1793003,"개량도가 9, 3인 코코넛 나무끼리의 교배",1222003,9,3,1018003,1014003
1744003,"개량도가 4, 4인 코코넛 나무끼리의 교배",1222003,4,4,1014003,1014003
1754003,"개량도가 5, 4인 코코넛 나무끼리의 교배",1222003,5,4,1015003,1014003
1764003,"개량도가 6, 4인 코코넛 나무끼리의 교배",1222003,6,4,1015003,1015003
1774003,"개량도가 7, 4인 코코넛 나무끼리의 교배",1222003,7,4,1016003,1015003
1784003,"개량도가 8, 4인 코코넛 나무끼리의 교배",1222003,8,4,1017003,1015003
1794003,"개량도가 9, 4인 코코넛 나무끼리의 교배",1222003,9,4,1018003,1015003
1755003,"개량도가 5, 5인 코코넛 나무끼리의 교배",1222003,5,5,1015003,1015003
1765003,"개량도가 6, 5인 코코넛 나무끼리의 교배",1222003,6,5,1016003,1015003
1775003,"개량도가 7, 5인 코코넛 나무끼리의 교배",1222003,7,5,1016003,1016003
1785003,"개량도가 8, 5인 코코넛 나무끼리의 교배",1222003,8,5,1017003,1016003
1795003,"개량도가 9, 5인 코코넛 나무끼리의 교배",1222003,9,5,1018003,1016003
1766003,"개량도가 6, 6인 코코넛 나무끼리의 교배",1222003,6,6,1016003,1016003
1776003,"개량도가 7, 6인 코코넛 나무끼리의 교배",1222003,7,6,1017003,1016003
1786003,"개량도가 8, 6인 코코넛 나무끼리의 교배",1222003,8,6,1017003,1017003
1796003,"개량도가 9, 6인 코코넛 나무끼리의 교배",1222003,9,6,1018003,1017003
1777003,"개량도가 7, 7인 코코넛 나무끼리의 교배",1222003,7,7,1017003,1017003
1787003,"개량도가 8, 7인 코코넛 나무끼리의 교배",1222003,8,7,1018003,1017003
1797003,"개량도가 9, 7인 코코넛 나무끼리의 교배",1222003,9,7,1018003,1018003
1788003,"개량도가 8, 8인 코코넛 나무끼리의 교배",1222003,8,8,1018003,1018003
1798003,"개량도가 9, 8인 코코넛 나무끼리의 교배",1222003,9,8,1018003,1018003
1799003,"개량도가 9, 9인 코코넛 나무끼리의 교배",1222003,9,9,1019003,1019003
1700004,"개량도가 0, 0인 수박 나무끼리의 교배",1224004,0,0,1010004,1010004
1710004,"개량도가 1, 0인 수박 나무끼리의 교배",1224004,1,0,1011004,1010004
1720004,"개량도가 2, 0인 수박 나무끼리의 교배",1224004,2,0,1011004,1011004
1730004,"개량도가 3, 0인 수박 나무끼리의 교배",1224004,3,0,1012004,1011004
1740004,"개량도가 4, 0인 수박 나무끼리의 교배",1224004,4,0,1013004,1011004
1750004,"개량도가 5, 0인 수박 나무끼리의 교배",1224004,5,0,1014004,1011004
1760004,"개량도가 6, 0인 수박 나무끼리의 교배",1224004,6,0,1015004,1011004
1770004,"개량도가 7, 0인 수박 나무끼리의 교배",1224004,7,0,1016004,1011004
1780004,"개량도가 8, 0인 수박 나무끼리의 교배",1224004,8,0,1017004,1011004
1790004,"개량도가 9, 0인 수박 나무끼리의 교배",1224004,9,0,1018004,1011004
1711004,"개량도가 1, 1인 수박 나무끼리의 교배",1224004,1,1,1011004,1011004
1721004,"개량도가 2, 1인 수박 나무끼리의 교배",1224004,2,1,1012004,1011004
1731004,"개량도가 3, 1인 수박 나무끼리의 교배",1224004,3,1,1012004,1012004
1741004,"개량도가 4, 1인 수박 나무끼리의 교배",1224004,4,1,1013004,1012004
1751004,"개량도가 5, 1인 수박 나무끼리의 교배",1224004,5,1,1014004,1012004
1761004,"개량도가 6, 1인 수박 나무끼리의 교배",1224004,6,1,1015004,1012004
1771004,"개량도가 7, 1인 수박 나무끼리의 교배",1224004,7,1,1016004,1012004
1781004,"개량도가 8, 1인 수박 나무끼리의 교배",1224004,8,1,1017004,1012004
1791004,"개량도가 9, 1인 수박 나무끼리의 교배",1224004,9,1,1018004,1012004
1722004,"개량도가 2, 2인 수박 나무끼리의 교배",1224004,2,2,1012004,1012004
1732004,"개량도가 3, 2인 수박 나무끼리의 교배",1224004,3,2,1013004,1012004
1742004,"개량도가 4, 2인 수박 나무끼리의 교배",1224004,4,2,1013004,1013004
1752004,"개량도가 5, 2인 수박 나무끼리의 교배",1224004,5,2,1014004,1013004
1762004,"개량도가 6, 2인 수박 나무끼리의 교배",1224004,6,2,1015004,1013004
1772004,"개량도가 7, 2인 수박 나무끼리의 교배",1224004,7,2,1016004,1013004
1782004,"개량도가 8, 2인 수박 나무끼리의 교배",1224004,8,2,1017004,1013004
1792004,"개량도가 9, 2인 수박 나무끼리의 교배",1224004,9,2,1018004,1013004
1733004,"개량도가 3, 3인 수박 나무끼리의 교배",1224004,3,3,1013004,1013004
1743004,"개량도가 4, 3인 수박 나무끼리의 교배",1224004,4,3,1014004,1013004
1753004,"개량도가 5, 3인 수박 나무끼리의 교배",1224004,5,3,1014004,1014004
1763004,"개량도가 6, 3인 수박 나무끼리의 교배",1224004,6,3,1015004,1014004
1773004,"개량도가 7, 3인 수박 나무끼리의 교배",1224004,7,3,1016004,1014004
1783004,"개량도가 8, 3인 수박 나무끼리의 교배",1224004,8,3,1017004,1014004
1793004,"개량도가 9, 3인 수박 나무끼리의 교배",1224004,9,3,1018004,1014004
1744004,"개량도가 4, 4인 수박 나무끼리의 교배",1224004,4,4,1014004,1014004
1754004,"개량도가 5, 4인 수박 나무끼리의 교배",1224004,5,4,1015004,1014004
1764004,"개량도가 6, 4인 수박 나무끼리의 교배",1224004,6,4,1015004,1015004
1774004,"개량도가 7, 4인 수박 나무끼리의 교배",1224004,7,4,1016004,1015004
1784004,"개량도가 8, 4인 수박 나무끼리의 교배",1224004,8,4,1017004,1015004
1794004,"개량도가 9, 4인 수박 나무끼리의 교배",1224004,9,4,1018004,1015004
1755004,"개량도가 5, 5인 수박 나무끼리의 교배",1224004,5,5,1015004,1015004
1765004,"개량도가 6, 5인 수박 나무끼리의 교배",1224004,6,5,1016004,1015004
1775004,"개량도가 7, 5인 수박 나무끼리의 교배",1224004,7,5,1016004,1016004
1785004,"개량도가 8, 5인 수박 나무끼리의 교배",1224004,8,5,1017004,1016004
1795004,"개량도가 9, 5인 수박 나무끼리의 교배",1224004,9,5,1018004,1016004
1766004,"개량도가 6, 6인 수박 나무끼리의 교배",1224004,6,6,1016004,1016004
1776004,"개량도가 7, 6인 수박 나무끼리의 교배",1224004,7,6,1017004,1016004
1786004,"개량도가 8, 6인 수박 나무끼리의 교배",1224004,8,6,1017004,1017004
1796004,"개량도가 9, 6인 수박 나무끼리의 교배",1224004,9,6,1018004,1017004
1777004,"개량도가 7, 7인 수박 나무끼리의 교배",1224004,7,7,1017004,1017004
1787004,"개량도가 8, 7인 수박 나무끼리의 교배",1224004,8,7,1018004,1017004
1797004,"개량도가 9, 7인 수박 나무끼리의 교배",1224004,9,7,1018004,1018004
1788004,"개량도가 8, 8인 수박 나무끼리의 교배",1224004,8,8,1018004,1018004
1798004,"개량도가 9, 8인 수박 나무끼리의 교배",1224004,9,8,1018004,1018004
1799004,"개량도가 9, 9인 수박 나무끼리의 교배",1224004,9,9,1019004,1019004
